123people|123people|
80legs|www.80legs.com/webcrawler|
@mail.ru|Mail.ru|
AboutUs|AboutUsBot|
Acoon|AcoonBot|
AideRSS|aiderss.com|
AgHaven|aghaven|
Ahrefs|AhrefsBot|
Alexa|ia_archiver|
AltaVista|Scooter-|
Ant.com|AntBot|
Apercite|apercite.fr/robot|
Apple PubSub|Apple-PubSub|
Archive.org|archive.org_bot|
Ask|Jeeves/Teoma|
BackType|kame|
BackType|support@backtype.com|
Baidu|Baiduspider|
BecomeBot|BecomeBot|
Best Buy Ware Bay|WBSearchBot|
Biblioth&#232;que Nationale de France|bnf.fr_bot|
Bing|www.bing.com|
Bing|MSMOBOT|
Bing|msnbot|
Bit.ly|bitlybot|
Biz360|Biz360|
Blekko|Blekkobot|
Blogged|blogged_crawl|
Bloggsi|Bloggsi|
Bloglines|Bloglines|
BlogPulse|BlogPulse|
BlogScope|BlogScope|
BlogShares.com|Zipping Along V|
Bluecoat|Bluecoat|
Bookmark Sync2it|sync2it.com|
Brandwatch Magpie-Crawler|brandwatch.net|
Browsershots|Browsershots|
BuzzLogic|BuzzLogic|
Camdiscover|Camcrawler|
Camdiscover|www.camdiscover.com|
CatchBot|CatchBot|
Cazoodle|Cazoodle|
CCBot|CCBot|
CCBot|commoncrawl.org/bot.html|
ChekParams|DCPbot|
Cityreview|cityreview|
Corpora from the web|berlin-fu-cow|
Covario|Covario-IDS|
crowsnest|crowsnest|
Cuil|Twiceler|
cURL|curl|
Discovery Engine|discobot|
Discovery Engine|disco/Nutch|
DomainCrawler|DomainCrawler|
DotBot|DotBot|
Echo|JS-Kit|
Entireweb|entireweb.com|
Evri|evri.com|
Exalead|Exabot|
Exalead|NG/2.0|
Ezooms|ezooms.bot@gmail.com|
Facebook|facebook|
Fastsearch|FASTMetaWebCrawler|
Fastsearch|fastsearch|
FeedBurner|FeedBurner|
FeedDemon|www.feeddemon|
Feed Validator|FeedValidator/1.3|
Float|float.com|
FyberSpider|FyberSpider|
Garlik|GarlikCrawler|
Gaisbot|Gaisbot|
Genieo|www.genieo|
Gigablast|gigablast|
Gigablast|Gigabot|
Gnip|UnwindFetchor|
Google AdSense|Mediapartners-Google|
Google Desktop|GoogleDesktop|
Google Feedfetcher|Feedfetcher-Google|
Google Images|Googlebot-Image|
Google Mobile|Googlebot-Mobile|
Google Site Verification|Google-Site-Verification|
Google Page Speed|GooglePageSpeed|
Google|Googlebot|
GrapeShot|GrapeshotCrawler|
GTmetrix|GTmetrix|
Guruji|GurujiBot|
Heritrix|heritrix|
HotPage|www.hotpage.fr|
HTTrack Website Copier|HTTrack|
ICC-Crawler|ICC-Crawler|
Icerocket|BlogSearch|
ichiro|ichiro|
iltrovatore.it|IlTrovatore-Setaccio|
Indian Language Web|IIITBOT|
Indy Library|IndyLibrary|
IntegromeDB|integromedb.org/Crawler|
IRLbot|IRLbot|
Jike Search|JikeSpider|
Jyxobot|jyxo.cz|
KaloogaBot|KaloogaBot|
KiwiStatus|KiwiStatus|
LinkedIn|www.linkedin.com|
Linkdex|linkdex.com|
linkfluence|bot@linkfluence.net|
Livedoor|livedoorScreenShot|
llssbot|llssbot|
LookSmart|grub-client|
MagpieRSS|MagpieRSS|
Majestic-12|MJ12bot|
Megite|Megite2.0|
METASpider|METASpider|
MetaURI|metauri.com|
Microsoft Bot|MSRBOT|
Microsoft adCenter|adidxbot|
MLBot|metadatalabs.com|
Moreover|Moreoverbot|
MP3 Bot|mp3realm.org|
Naver|Cowbot|
Naver|naver.com|
Naver|NaverBot|
Neofonie|neofoniesearch:robot|
Netcraft|Netcraft|
Netseer|Teemer|
NetSeer|NetSeer|
